model,n,k_mean,direct,ridge,resid_k1,resid_kLF,p_direct_vs_k1,p_direct_vs_kLF,kLF_better_n
patchtst,16,0.7185333572361214,2.4265705729933043,2.7666165124487874,2.551640445058064,2.4964667609142372,0.252227783203125,0.5618896484375,7
